"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"cellular component assembly (GO:0022607)","4/261",0.417946102936161,0.55222510670362,0,0,1.22323333751726,1.06715218272792,"NLGN4Y;NEDD9;MDM4;MDN1"
"neutrophil mediated immunity (GO:0002446)","7/488",0.417997006686447,0.55222510670362,0,0,1.14446094446094,0.998291545701946,"DBNL;FAF2;UBR4;PLAUR;RAB6A;KPNB1;RAB7A"
"regulation of cell-cell adhesion (GO:0022407)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"GTPBP4"
"regulation of cell-substrate adhesion (GO:0010810)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"PTPRO"
"cellular response to retinoic acid (GO:0071300)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"ABL2"
"DNA synthesis involved in DNA repair (GO:0000731)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"WRNIP1"
"DNA-dependent DNA replication maintenance of fidelity (GO:0045005)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"ATR"
"heart looping (GO:0001947)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"MICAL2"
"spermatid development (GO:0007286)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"RFX2"
"substantia nigra development (GO:0021762)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"MAPKAP1"
"tRNA aminoacylation for protein translation (GO:0006418)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"NARS2"
"natural killer cell activation (GO:0030101)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"IL21R"
"positive regulation of phospholipase C activity (GO:0010863)","1/43",0.420632449223826,0.55222510670362,0,0,1.86928476569911,1.61879288479362,"ABL2"
"activation of protein kinase activity (GO:0032147)","2/114",0.422027233491653,0.553184398896219,0,0,1.40257142857143,1.20997793973292,"TAOK3;MAPKAP1"
"positive regulation of cellular component organization (GO:0051130)","2/114",0.422027233491653,0.553184398896219,0,0,1.40257142857143,1.20997793973292,"TGFBR1;RUNX1"
"hexose biosynthetic process (GO:0019319)","1/44",0.427948194984608,0.55830986127201,0,0,1.82572037431669,1.54958588308575,"PC"
"intracellular steroid hormone receptor signaling pathway (GO:0030518)","1/44",0.427948194984608,0.55830986127201,0,0,1.82572037431669,1.54958588308575,"ARID1A"
"mitotic spindle assembly (GO:0090307)","1/44",0.427948194984608,0.55830986127201,0,0,1.82572037431669,1.54958588308575,"KPNB1"
"mRNA catabolic process (GO:0006402)","1/44",0.427948194984608,0.55830986127201,0,0,1.82572037431669,1.54958588308575,"THRAP3"
"positive regulation of biosynthetic process (GO:0009891)","1/44",0.427948194984608,0.55830986127201,0,0,1.82572037431669,1.54958588308575,"RUNX1"
"positive regulation of potassium ion transmembrane transport (GO:1901381)","1/44",0.427948194984608,0.55830986127201,0,0,1.82572037431669,1.54958588308575,"KCNN4"
"cellular protein metabolic process (GO:0044267)","6/417",0.429270991043089,0.559597395209535,0,0,1.14752833659723,0.970426706661323,"UBE2D2;ABL2;RIPK1;DENND3;RPS4Y1;GSPT1"
"sphingolipid metabolic process (GO:0006665)","2/116",0.4306770046564,0.560553038873096,0,0,1.37782456140351,1.16067511030235,"ACER3;NSMAF"
"tumor necrosis factor-mediated signaling pathway (GO:0033209)","2/116",0.4306770046564,0.560553038873096,0,0,1.37782456140351,1.16067511030235,"RIPK1;EDA2R"
"regulation of transcription by RNA polymerase II (GO:0006357)","29/2206",0.433433540974951,0.563700452196931,0,0,1.0496177938538,0.877498111896959,"HDAC4;CCNT1;MED15;NSD1;NCK2;BEND3;RIPK1;TP53BP1;ZNF121;ZSCAN5A;KDM2A;MGA;LMO2;RFX2;MED4;ZFY;ARID1A;KLF3;RUNX1;HIPK2;SKI;SFPQ;NCOR1;TFCP2;SLTM;THRAP3;MTF1;MDM4;CREB5"
"cellular response to radiation (GO:0071478)","1/45",0.435171925604686,0.564199554908487,0,0,1.78413618254256,1.48442645074255,"GRB2"
"negative regulation of T cell activation (GO:0050868)","1/45",0.435171925604686,0.564199554908487,0,0,1.78413618254256,1.48442645074255,"VSIG4"
"positive regulation of Notch signaling pathway (GO:0045747)","1/45",0.435171925604686,0.564199554908487,0,0,1.78413618254256,1.48442645074255,"ROBO1"
"protein deacetylation (GO:0006476)","1/45",0.435171925604686,0.564199554908487,0,0,1.78413618254256,1.48442645074255,"HDAC4"
"adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)","2/118",0.439257953756098,0.567266964392469,0,0,1.35393103448276,1.1138363380918,"ADGRE2;GPR65"
"regulation of protein binding (GO:0043393)","2/118",0.439257953756098,0.567266964392469,0,0,1.35393103448276,1.1138363380918,"HDAC4;HIPK2"
"positive regulation of multicellular organismal process (GO:0051240)","5/345",0.439614062262247,0.567266964392469,0,0,1.15551321743272,0.949667860654985,"IL4R;EHMT1;TP53BP1;TGFBR1;B4GALT5"
"regulation of B cell proliferation (GO:0030888)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"BCL2"
"regulation of cellular protein localization (GO:1903827)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"GBF1"
"regulation of double-strand break repair via homologous recombination (GO:0010569)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"TP53BP1"
"regulation of fibroblast proliferation (GO:0048145)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"SKI"
"erythrocyte differentiation (GO:0030218)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"HIPK2"
"establishment of protein localization to extracellular region (GO:0035592)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"ARFGAP3"
"interleukin-12-mediated signaling pathway (GO:0035722)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"ARF1"
"spliceosomal complex assembly (GO:0000245)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"TXNL4A"
"vesicle organization (GO:0016050)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"USP8"
"positive regulation of organelle assembly (GO:1902117)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"HTT"
"postreplication repair (GO:0006301)","1/46",0.442304793965077,0.567266964392469,0,0,1.7444001770695,1.42300500756963,"WDR33"
"regulation of programmed cell death (GO:0043067)","3/194",0.443124881562624,0.567445082769663,0,0,1.23364662839841,1.00406949239714,"RBM25;ACER3;RIPK1"
"negative regulation of macromolecule metabolic process (GO:0010605)","3/194",0.443124881562624,0.567445082769663,0,0,1.23364662839841,1.00406949239714,"PC;RUNX1;ROBO1"
"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)","2/119",0.443521994661986,0.567517391019101,0,0,1.3422905982906,1.09129284048816,"RIPK1;ROBO1"
"regulation of cellular metabolic process (GO:0031323)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"ARF1"
"determination of heart left/right asymmetry (GO:0061371)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"MICAL2"
"embryonic heart tube morphogenesis (GO:0003143)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"MICAL2"
"epithelial to mesenchymal transition (GO:0001837)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"TGFBR1"
"regulation of synapse assembly (GO:0051963)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"SETD5"
"telomere organization (GO:0032200)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"ATR"
"negative regulation of cold-induced thermogenesis (GO:0120163)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"TLE3"
"polyol metabolic process (GO:0019751)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"INPP5B"
"positive regulation of cell-cell adhesion (GO:0022409)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"PLAUR"
"positive regulation of neuron death (GO:1901216)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"EIF2S1"
"positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","1/47",0.449347938385626,0.570155114509103,0,0,1.70639182400831,1.36504140319545,"TGFBR1"
"inorganic cation transmembrane transport (GO:0098662)","4/274",0.454345395313115,0.574603126877509,0,0,1.16356033452808,0.917929940891092,"KCNK13;SLC39A11;KCNN4;MCOLN2"
"potassium ion transport (GO:0006813)","2/122",0.456205594422335,0.574603126877509,0,0,1.30853333333333,1.02695227784241,"KCNK13;KCNN4"
"negative regulation of intracellular signal transduction (GO:1902532)","3/198",0.45627605569248,0.574603126877509,0,0,1.20809391411801,0.947939669352769,"BCL2;PLAUR;RIPK1"
"cellular response to alcohol (GO:0097306)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"LARP1"
"cellular response to interleukin-12 (GO:0071349)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"ARF1"
"cognition (GO:0050890)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"SETD5"
"regulation of protein metabolic process (GO:0051246)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"PLAUR"
"Golgi to plasma membrane transport (GO:0006893)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"COMMD1"
"inositol phosphate metabolic process (GO:0043647)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"INPP5B"
"substrate adhesion-dependent cell spreading (GO:0034446)","1/48",0.45630248310861,0.574603126877509,0,0,1.67000084767314,1.31028157829809,"PXN"
"endomembrane system organization (GO:0010256)","3/199",0.45954376832068,0.578247672222245,0,0,1.20186869928694,0.934478260703265,"USP8;GBF1;HTT"
"regulation of anatomical structure morphogenesis (GO:0022603)","2/123",0.46039656205428,0.578875056796381,0,0,1.29765289256198,1.00654661635507,"FMNL2;LARP4"
"receptor internalization (GO:0031623)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"GRB2"
"regulation of cellular localization (GO:0060341)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"ADGRE2"
"regulation of stress-activated MAPK cascade (GO:0032872)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"TAOK3"
"response to hydrogen peroxide (GO:0042542)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"RIPK1"
"inner mitochondrial membrane organization (GO:0007007)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"OPA1"
"mitotic cytokinesis (GO:0000281)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"USP8"
"negative regulation of cell projection organization (GO:0031345)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"PTPRO"
"positive regulation of actin filament polymerization (GO:0030838)","1/49",0.463169538241042,0.578875056796381,0,0,1.63512616201859,1.25849466606074,"NCK2"
"actin polymerization or depolymerization (GO:0008154)","1/50",0.469950200110314,0.58515473347069,0,0,1.60167493292138,1.2094704650298,"MICAL2"
"ribosome assembly (GO:0042255)","1/50",0.469950200110314,0.58515473347069,0,0,1.60167493292138,1.2094704650298,"MDN1"
"neuron migration (GO:0001764)","1/50",0.469950200110314,0.58515473347069,0,0,1.60167493292138,1.2094704650298,"PAFAH1B1"
"organic hydroxy compound biosynthetic process (GO:1901617)","1/50",0.469950200110314,0.58515473347069,0,0,1.60167493292138,1.2094704650298,"AMACR"
"positive regulation of cell morphogenesis involved in differentiation (GO:0010770)","1/50",0.469950200110314,0.58515473347069,0,0,1.60167493292138,1.2094704650298,"NEDD9"
"regulation of angiogenesis (GO:0045765)","3/203",0.472529831619786,0.587017898024117,0,0,1.17759036144578,0.88278579389834,"STIM1;RUNX1;HIPK2"
"axon guidance (GO:0007411)","3/203",0.472529831619786,0.587017898024117,0,0,1.17759036144578,0.88278579389834,"PTPRO;GRB2;ROBO1"
"circulatory system development (GO:0072359)","2/126",0.472855953870567,0.587017898024117,0,0,1.26606451612903,0.948237344553217,"MICAL2;TGFBR1"
"phosphatidylinositol biosynthetic process (GO:0006661)","2/126",0.472855953870567,0.587017898024117,0,0,1.26606451612903,0.948237344553217,"ARF1;MTMR6"
"regulation of axonogenesis (GO:0050770)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"ROBO1"
"regulation of substrate adhesion-dependent cell spreading (GO:1900024)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"NEDD9"
"mesenchymal cell differentiation (GO:0048762)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"TGFBR1"
"mitotic metaphase plate congression (GO:0007080)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"KPNB1"
"negative regulation of protein ubiquitination (GO:0031397)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"GTPBP4"
"negative regulation of transport (GO:0051051)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"RAB7A"
"positive regulation of fat cell differentiation (GO:0045600)","1/51",0.476645551332717,0.588651955908307,0,0,1.56956175298805,1.16301723174076,"PIM1"
"regulation of inflammatory response (GO:0050727)","3/206",0.482176429337245,0.594173872532317,0,0,1.16000949611253,0.846163354180551,"XIAP;RIPK1;PIK3AP1"
"cartilage development (GO:0051216)","1/52",0.483256661033187,0.594173872532317,0,0,1.53870791344426,1.1189597459576,"RUNX1"
"fatty acid beta-oxidation (GO:0006635)","1/52",0.483256661033187,0.594173872532317,0,0,1.53870791344426,1.1189597459576,"AMACR"
"sprouting angiogenesis (GO:0002040)","1/52",0.483256661033187,0.594173872532317,0,0,1.53870791344426,1.1189597459576,"ROBO1"
"negative regulation of protein metabolic process (GO:0051248)","1/52",0.483256661033187,0.594173872532317,0,0,1.53870791344426,1.1189597459576,"MDM4"
"positive regulation of developmental growth (GO:0048639)","1/52",0.483256661033187,0.594173872532317,0,0,1.53870791344426,1.1189597459576,"DBNL"
"DNA-dependent DNA replication (GO:0006261)","2/129",0.485141269688611,0.595458265323052,0,0,1.23596850393701,0.893994747218513,"DDX21;WRNIP1"
"positive regulation of macromolecule biosynthetic process (GO:0010557)","2/129",0.485141269688611,0.595458265323052,0,0,1.23596850393701,0.893994747218513,"LARP4B;LARP4"
"regulation of protein kinase B signaling (GO:0051896)","3/207",0.485373544002824,0.595458265323052,0,0,1.15426411528467,0.834344222400361,"GRB2;PIK3AP1;TGFBR1"
"regulation of primary metabolic process (GO:0080090)","2/130",0.489196914530282,0.598386240534104,0,0,1.22625,0.876756711123135,"NCOR1;CHD9"
"regulation of response to external stimulus (GO:0032101)","2/130",0.489196914530282,0.598386240534104,0,0,1.22625,0.876756711123135,"XIAP;PIK3AP1"
"G2/M transition of mitotic cell cycle (GO:0000086)","2/130",0.489196914530282,0.598386240534104,0,0,1.22625,0.876756711123135,"YWHAG;PAFAH1B1"
"Golgi organization (GO:0007030)","2/130",0.489196914530282,0.598386240534104,0,0,1.22625,0.876756711123135,"GBF1;HTT"
"epidermal cell differentiation (GO:0009913)","1/53",0.489784584983059,0.598665530874377,0,0,1.50904076003678,1.07713761108881,"CLIC4"
"mitotic cell cycle phase transition (GO:0044772)","3/209",0.491739385715911,0.600614235045973,0,0,1.14294069481811,0.811266627616513,"GSPT1;YWHAG;PAFAH1B1"
"cell cycle G2/M phase transition (GO:0044839)","2/131",0.493232575677127,0.601555981755559,0,0,1.21668217054264,0.859919884373669,"YWHAG;PAFAH1B1"
"cellular response to hypoxia (GO:0071456)","2/131",0.493232575677127,0.601555981755559,0,0,1.21668217054264,0.859919884373669,"MDM4;HIPK2"
"regulation of megakaryocyte differentiation (GO:0045652)","1/54",0.496230365728652,0.602565444099078,0,0,1.48049312185221,1.03740375719286,"RUNX1"
"cytoplasmic microtubule organization (GO:0031122)","1/54",0.496230365728652,0.602565444099078,0,0,1.48049312185221,1.03740375719286,"KPNB1"
"regulation of potassium ion transmembrane transport (GO:1901379)","1/54",0.496230365728652,0.602565444099078,0,0,1.48049312185221,1.03740375719286,"KCNN4"
"regulation of proteasomal protein catabolic process (GO:0061136)","1/54",0.496230365728652,0.602565444099078,0,0,1.48049312185221,1.03740375719286,"COMMD1"
"regulation of proteolysis (GO:0030162)","1/54",0.496230365728652,0.602565444099078,0,0,1.48049312185221,1.03740375719286,"PLAUR"
"inorganic anion transport (GO:0015698)","1/54",0.496230365728652,0.602565444099078,0,0,1.48049312185221,1.03740375719286,"CLIC4"
"RNA metabolic process (GO:0016070)","2/133",0.50124338661623,0.606805452296518,0,0,1.19798473282443,0.827404321608485,"HNRNPM;HNRNPH1"
"pyruvate metabolic process (GO:0006090)","1/55",0.502595032878724,0.606805452296518,0,0,1.45300280360041,0.999623118725946,"PC"
"regulation of cardiac conduction (GO:1903779)","1/55",0.502595032878724,0.606805452296518,0,0,1.45300280360041,0.999623118725946,"STIM1"
"glycoprotein metabolic process (GO:0009100)","1/55",0.502595032878724,0.606805452296518,0,0,1.45300280360041,0.999623118725946,"B4GALT5"
"interstrand cross-link repair (GO:0036297)","1/55",0.502595032878724,0.606805452296518,0,0,1.45300280360041,0.999623118725946,"ATR"
"negative regulation of cytokine-mediated signaling pathway (GO:0001960)","1/55",0.502595032878724,0.606805452296518,0,0,1.45300280360041,0.999623118725946,"ROBO1"
"negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","1/55",0.502595032878724,0.606805452296518,0,0,1.45300280360041,0.999623118725946,"GTPBP4"
"positive regulation of protein phosphorylation (GO:0001934)","5/371",0.502635968889072,0.606805452296518,0,0,1.07198955775315,0.737409922226165,"RPTOR;PLAUR;RIPK1;LCP2;TGFBR1"
"negative regulation of multicellular organismal process (GO:0051241)","3/214",0.507482827507862,0.610802174933882,0,0,1.11557128989893,0.756683534358817,"TLE3;PTPRO;ROBO1"
"blood vessel morphogenesis (GO:0048514)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"TGFBR1"
"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"MDM4"
"sensory organ development (GO:0007423)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"HIPK2"
"telomere maintenance (GO:0000723)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"ATR"
"mitochondrial transport (GO:0006839)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"BCL2"
"negative regulation of metabolic process (GO:0009892)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"TLE3"
"peptidyl-tyrosine modification (GO:0018212)","1/56",0.508879603126188,0.610802174933882,0,0,1.42651213328504,0.963671465080255,"ABL2"
"cellular calcium ion homeostasis (GO:0006874)","2/136",0.51310639674872,0.614547273172803,0,0,1.17098507462687,0.781365616238102,"STIM1;BCL2"
"negative regulation of inflammatory response to antigenic stimulus (GO:0002862)","2/136",0.51310639674872,0.614547273172803,0,0,1.17098507462687,0.781365616238102,"FCGR3A;HRH2"
"organic substance transport (GO:0071702)","2/136",0.51310639674872,0.614547273172803,0,0,1.17098507462687,0.781365616238102,"SLC22A1;RAB7A"
"renal system development (GO:0072001)","1/57",0.515085080454799,0.615148203611251,0,0,1.40096755833808,0.929434362711692,"TGFBR1"
"negative regulation of cell cycle G2/M phase transition (GO:1902750)","1/57",0.515085080454799,0.615148203611251,0,0,1.40096755833808,0.929434362711692,"AVEN"
"negative regulation of DNA recombination (GO:0045910)","1/57",0.515085080454799,0.615148203611251,0,0,1.40096755833808,0.929434362711692,"TP53BP1"
"protein K48-linked ubiquitination (GO:0070936)","1/57",0.515085080454799,0.615148203611251,0,0,1.40096755833808,0.929434362711692,"UBE2D2"
"regulation of cell growth (GO:0001558)","3/217",0.516807041410327,0.616574327336151,0,0,1.09976354014188,0.725938187973895,"RPTOR;BCL2;TGFBR1"
"regulation of inflammatory response to antigenic stimulus (GO:0002861)","2/137",0.517019408936736,0.616574327336151,0,0,1.16225185185185,0.766708331972487,"FCGR3A;HRH2"
"receptor metabolic process (GO:0043112)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"GRB2"
"cellular iron ion homeostasis (GO:0006879)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"FBXL5"
"chordate embryonic development (GO:0043009)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"TGFBR1"
"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"TGFBR1"
"regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"RIPK1"
"membrane lipid biosynthetic process (GO:0046467)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"ACER3"
"negative regulation of neuron projection development (GO:0010977)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"PTPRO"
"positive regulation of mitotic cell cycle phase transition (GO:1901992)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"RPTOR"
"positive regulation of protein binding (GO:0032092)","1/58",0.521212456414137,0.617595983204803,0,0,1.37631928426644,0.896806252350161,"HIPK2"
"potassium ion transmembrane transport (GO:0071805)","2/139",0.524782815407548,0.621384627198987,0,0,1.14516788321168,0.738370797213603,"KCNK13;KCNN4"
"response to reactive oxygen species (GO:0000302)","1/59",0.527262710118755,0.62299267734599,0,0,1.35252095068004,0.865689627693645,"PXN"
"negative regulation of autophagy (GO:0010507)","1/59",0.527262710118755,0.62299267734599,0,0,1.35252095068004,0.865689627693645,"BCL2"
"phospholipid transport (GO:0015914)","1/59",0.527262710118755,0.62299267734599,0,0,1.35252095068004,0.865689627693645,"PITPNB"
"enzyme linked receptor protein signaling pathway (GO:0007167)","2/140",0.528633020014228,0.624169107968607,0,0,1.1368115942029,0.724672841752349,"NEDD9;LCP2"
"transcription, DNA-templated (GO:0006351)","3/221",0.529091394159506,0.624267891409163,0,0,1.07936332485907,0.687116318165178,"CCNT1;DDX21;MED4"
"regulation of small GTPase mediated signal transduction (GO:0051056)","2/141",0.532462108319413,0.626938971565094,0,0,1.12857553956835,0.711277445490198,"INPP5B;ARHGAP20"
"MAPK cascade (GO:0000165)","4/303",0.532467316567597,0.626938971565094,0,0,1.04914230229798,0.661204898602855,"TAOK3;MAP3K20;GRB2;RALGDS"
"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)","1/60",0.533236808347982,0.626938971565094,0,0,1.32952934026605,0.835994302024748,"GNAI3"
"homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)","1/60",0.533236808347982,0.626938971565094,0,0,1.32952934026605,0.835994302024748,"ROBO1"
"RNA methylation (GO:0001510)","1/60",0.533236808347982,0.626938971565094,0,0,1.32952934026605,0.835994302024748,"METTL2B"
"regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","3/224",0.538190426923839,0.631201747181389,0,0,1.06454778389576,0.659532944636637,"DDX21;RIPK1;EDA2R"
"B cell differentiation (GO:0030183)","1/61",0.53913570602588,0.631201747181389,0,0,1.30730411686587,0.807636751380284,"HDAC4"
"iron ion homeostasis (GO:0055072)","1/61",0.53913570602588,0.631201747181389,0,0,1.30730411686587,0.807636751380284,"FBXL5"
"O-glycan processing (GO:0016266)","1/61",0.53913570602588,0.631201747181389,0,0,1.30730411686587,0.807636751380284,"B4GALT5"
"positive regulation of DNA biosynthetic process (GO:2000573)","1/61",0.53913570602588,0.631201747181389,0,0,1.30730411686587,0.807636751380284,"ATR"
"positive regulation of interleukin-8 production (GO:0032757)","1/61",0.53913570602588,0.631201747181389,0,0,1.30730411686587,0.807636751380284,"RIPK1"
"receptor-mediated endocytosis (GO:0006898)","2/143",0.540056617970949,0.631835902766573,0,0,1.11245390070922,0.685362041807683,"GRB2;AP2B1"
"glucose metabolic process (GO:0006006)","1/62",0.544960345995237,0.635787070327777,0,0,1.28580758931487,0.780539527723022,"PC"
"response to retinoic acid (GO:0032526)","1/62",0.544960345995237,0.635787070327777,0,0,1.28580758931487,0.780539527723022,"ABL2"
"I-kappaB kinase/NF-kappaB signaling (GO:0007249)","1/62",0.544960345995237,0.635787070327777,0,0,1.28580758931487,0.780539527723022,"RIPK1"
"stress-activated MAPK cascade (GO:0051403)","1/62",0.544960345995237,0.635787070327777,0,0,1.28580758931487,0.780539527723022,"MAP3K20"
"positive regulation of apoptotic process (GO:0043065)","4/310",0.550504675165353,0.63936280448567,0,0,1.0247733502003,0.611707534272261,"MAP3K20;HTT;RIPK1;TGFBR1"
"amyloid fibril formation (GO:1990000)","1/63",0.550711659325893,0.63936280448567,0,0,1.26500449813649,0.754630730889367,"RIPK1"
"cell cycle G1/S phase transition (GO:0044843)","1/63",0.550711659325893,0.63936280448567,0,0,1.26500449813649,0.754630730889367,"GSPT1"
"COPII vesicle coating (GO:0048208)","1/63",0.550711659325893,0.63936280448567,0,0,1.26500449813649,0.754630730889367,"TRAPPC10"
"vesicle coating (GO:0006901)","1/63",0.550711659325893,0.63936280448567,0,0,1.26500449813649,0.754630730889367,"TRAPPC10"
"vesicle targeting, rough ER to cis-Golgi (GO:0048207)","1/63",0.550711659325893,0.63936280448567,0,0,1.26500449813649,0.754630730889367,"TRAPPC10"
"monocarboxylic acid biosynthetic process (GO:0072330)","1/63",0.550711659325893,0.63936280448567,0,0,1.26500449813649,0.754630730889367,"AMACR"
"regulation of mRNA stability (GO:0043488)","2/146",0.551288159561691,0.639586402388425,0,0,1.08911111111111,0.648563086477769,"LARP1;THRAP3"
"regulation of transcription, DNA-templated (GO:0006355)","28/2244",0.551943667321215,0.639901287235313,0,0,0.9889440433213,0.587738632104498,"HDAC4;SETD5;CCNT1;EHMT1;NSD1;ASCC2;TP53BP1;ZNF121;ZSCAN5A;KDM2A;UTP4;MGA;RFX2;MED4;ZFY;ARID1A;KLF3;TGFBR1;RUNX1;HIPK2;SFPQ;NCOR1;TFCP2;SLTM;THRAP3;MTF1;MDM4;CREB5"
"positive regulation of cell population proliferation (GO:0008284)","6/474",0.552742542451243,0.640381832909437,0,0,1.00479466333125,0.595705529308436,"HDAC4;CDC123;ACER3;PIM1;BCL2;TGFBR1"
"positive regulation of cytosolic calcium ion concentration (GO:0007204)","2/147",0.554989034646553,0.641929835349882,0,0,1.08154482758621,0.636821081827769,"GPR65;ABL2"
"protein secretion (GO:0009306)","1/64",0.556390565573367,0.641929835349882,0,0,1.24486182255107,0.729843533877961,"ARFGAP3"
"regulation of cilium assembly (GO:1902017)","1/64",0.556390565573367,0.641929835349882,0,0,1.24486182255107,0.729843533877961,"HTT"
"regulation of innate immune response (GO:0045088)","1/64",0.556390565573367,0.641929835349882,0,0,1.24486182255107,0.729843533877961,"XIAP"
