"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"positive regulation of ubiquitin-protein transferase activity (GO:0051443)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"RAB1A"
"prostaglandin metabolic process (GO:0006693)","1/31",0.175471029881166,0.31096131877675,0,0,5.37831978319783,9.35978946031392,"CES2"
"non-canonical Wnt signaling pathway (GO:0035567)","2/124",0.179514928923335,0.31603431672497,0,0,2.65439398011287,4.55891344555518,"AGO4;AGO2"
"regulation of tumor necrosis factor production (GO:0032680)","2/124",0.179514928923335,0.31603431672497,0,0,2.65439398011287,4.55891344555518,"ZFP36;PSEN1"
"activation of phospholipase C activity (GO:0007202)","1/32",0.180591038128554,0.31603431672497,0,0,5.20456333595594,8.90771560432999,"P2RY6"
"negative regulation of double-strand break repair (GO:2000780)","1/32",0.180591038128554,0.31603431672497,0,0,5.20456333595594,8.90771560432999,"CYREN"
"regulation of intracellular protein transport (GO:0033157)","1/32",0.180591038128554,0.31603431672497,0,0,5.20456333595594,8.90771560432999,"PLK3"
"regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)","1/32",0.180591038128554,0.31603431672497,0,0,5.20456333595594,8.90771560432999,"ID2"
"metal ion export (GO:0070839)","1/32",0.180591038128554,0.31603431672497,0,0,5.20456333595594,8.90771560432999,"SLC11A1"
"protein targeting (GO:0006605)","2/125",0.181737335168751,0.316908520401025,0,0,2.63268026122884,4.48922755172666,"RABGEF1;SDCBP"
"regulation of phosphorylation (GO:0042325)","2/125",0.181737335168751,0.316908520401025,0,0,2.63268026122884,4.48922755172666,"SDCBP;PSEN1"
"negative regulation of apoptotic process (GO:0043066)","5/485",0.183303400071745,0.319071637780302,0,0,1.69782913165266,2.88055825511612,"PLK3;TFRC;ANXA4;CLEC5A;PSEN1"
"actin filament bundle organization (GO:0061572)","1/33",0.185679507943654,0.32092754459397,0,0,5.04166666666667,8.48882138384114,"RFLNA"
"regulation of interleukin-17 production (GO:0032660)","1/33",0.185679507943654,0.32092754459397,0,0,5.04166666666667,8.48882138384114,"IL18"
"RNA stabilization (GO:0043489)","1/33",0.185679507943654,0.32092754459397,0,0,5.04166666666667,8.48882138384114,"SLC11A1"
"positive regulation of organelle organization (GO:0010638)","1/33",0.185679507943654,0.32092754459397,0,0,5.04166666666667,8.48882138384114,"ANXA2"
"cellular response to insulin stimulus (GO:0032869)","2/129",0.190667318181263,0.323954764891954,0,0,2.54924486898154,4.224672733944,"ATP6V0E1;ZFP36L1"
"regulation of activated T cell proliferation (GO:0046006)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"IL18"
"negative regulation of mitochondrion organization (GO:0010823)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"TFRC"
"organelle disassembly (GO:1903008)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"PLK3"
"regulation of myoblast differentiation (GO:0045661)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"ZFP36L1"
"phosphatidylinositol 3-kinase signaling (GO:0014065)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"ZFP36L1"
"phosphatidylserine metabolic process (GO:0006658)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"PLA2G12A"
"secondary alcohol biosynthetic process (GO:1902653)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"DHCR7"
"positive regulation of protein dephosphorylation (GO:0035307)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"CALM2"
"protein destabilization (GO:0031648)","1/34",0.190736631982304,0.323954764891954,0,0,4.88864252278886,8.09980452494332,"MDM2"
"regulation of primary metabolic process (GO:0080090)","2/130",0.192909236450029,0.327077944154028,0,0,2.52920081967213,4.16188968014507,"ID2;DHCR7"
"cellular response to amyloid-beta (GO:1904646)","1/35",0.195762601798952,0.329634621585864,0,0,4.74461979913917,7.7377753891951,"PSEN1"
"cholesterol biosynthetic process (GO:0006695)","1/35",0.195762601798952,0.329634621585864,0,0,4.74461979913917,7.7377753891951,"DHCR7"
"regulation of muscle cell differentiation (GO:0051147)","1/35",0.195762601798952,0.329634621585864,0,0,4.74461979913917,7.7377753891951,"ID2"
"positive regulation of reproductive process (GO:2000243)","1/35",0.195762601798952,0.329634621585864,0,0,4.74461979913917,7.7377753891951,"AGO2"
"positive regulation of DNA-binding transcription factor activity (GO:0051091)","3/246",0.19636809314474,0.329639483586897,0,0,2.00316294255688,3.26067723472918,"TFRC;IL18;TRIM38"
"regulation of cell population proliferation (GO:0042127)","7/764",0.196438222872192,0.329639483586897,0,0,1.51105917420316,2.45910870744169,"SDCBP;RBFOX2;TFRC;SST;ID2;MDM2;ZFP36L1"
"regulation of cardiac muscle contraction (GO:0055117)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"CALM2"
"regulation of cell cycle G1/S phase transition (GO:1902806)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"ID2"
"dendrite morphogenesis (GO:0048813)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"PHACTR1"
"regulation of mRNA processing (GO:0050684)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"ZFP36L1"
"regulation of protein import into nucleus (GO:0042306)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"PSEN1"
"regulation of receptor internalization (GO:0002090)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"SDCBP"
"establishment of protein localization to plasma membrane (GO:0061951)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"GGA2"
"macrophage activation (GO:0042116)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"SLC11A1"
"membrane assembly (GO:0071709)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"ANXA2"
"mitochondrion disassembly (GO:0061726)","1/36",0.200757607752445,0.331216255214472,0,0,4.60882694541231,7.40019538598494,"WDR45B"
"proton transmembrane transport (GO:1902600)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"ATP6V0E1"
"negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"PLK3"
"phagosome maturation (GO:0090382)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"ATP6V0E1"
"phospholipid biosynthetic process (GO:0008654)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"FADS1"
"regulation of protein autophosphorylation (GO:0031952)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"CALM2"
"regulation of vascular associated smooth muscle cell proliferation (GO:1904705)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"P2RY6"
"positive regulation of exocytosis (GO:0045921)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"SDCBP"
"ncRNA metabolic process (GO:0034660)","1/37",0.205721839075415,0.334896017099513,0,0,4.48057813911472,7.08482599759015,"AGO2"
"protein localization to plasma membrane (GO:0072659)","2/136",0.206429960110443,0.334936027993766,0,0,2.41521898703205,3.81071826875607,"TTC7A;PRAM1"
"cellular calcium ion homeostasis (GO:0006874)","2/136",0.206429960110443,0.334936027993766,0,0,2.41521898703205,3.81071826875607,"LETM1;PSEN1"
"positive regulation of phosphorylation (GO:0042327)","3/253",0.207491750100213,0.336102339005303,0,0,1.94638016528926,3.06100142973247,"SDCBP;TFRC;PSEN1"
"negative regulation of proteasomal protein catabolic process (GO:1901799)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"SDCBP"
"negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"SDCBP"
"regulation of phosphoprotein phosphatase activity (GO:0043666)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"CALM2"
"response to cAMP (GO:0051591)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"ZFP36L1"
"positive regulation of insulin secretion (GO:0032024)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"C2CD2L"
"positive regulation of production of molecular mediator of immune response (GO:0002702)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"GPI"
"sterol biosynthetic process (GO:0016126)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"DHCR7"
"positive regulation of signaling (GO:0023056)","1/38",0.210655483825959,0.336773856687503,0,0,4.35926170072512,6.7896863607556,"ANXA2"
"protein localization to cell periphery (GO:1990778)","2/140",0.215500622529364,0.339081146648498,0,0,2.34473746733191,3.59868308928086,"TTC7A;PRAM1"
"negative regulation of cellular metabolic process (GO:0031324)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"SDCBP"
"cellular response to ketone (GO:1901655)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"SPP1"
"organophosphate biosynthetic process (GO:0090407)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"FADS1"
"regulation of peptidyl-threonine phosphorylation (GO:0010799)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"CALM2"
"regulation of viral entry into host cell (GO:0046596)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"TRIM38"
"replication fork processing (GO:0031297)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"FANCM"
"positive regulation of intracellular transport (GO:0032388)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"PLK3"
"membrane protein proteolysis (GO:0033619)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"PSEN1"
"vesicle cytoskeletal trafficking (GO:0099518)","1/39",0.215558728940831,0.339081146648498,0,0,4.24433033804022,6.51301778019177,"RAB1A"
"positive regulation of cellular catabolic process (GO:0031331)","2/141",0.217774297961311,0.342017326926417,0,0,2.32775091402288,3.54818160037617,"PSEN1;TRIM38"
"cellular component assembly (GO:0022607)","3/261",0.220375427062897,0.343985867795865,0,0,1.88525850470882,2.85130775859518,"PCLO;TUBGCP2;MDM2"
"autophagy of mitochondrion (GO:0000422)","1/40",0.220431760179391,0.343985867795865,0,0,4.13529289139045,6.25325389907968,"WDR45B"
"positive regulation of catalytic activity (GO:0043085)","1/40",0.220431760179391,0.343985867795865,0,0,4.13529289139045,6.25325389907968,"PSEN1"
"synaptic vesicle exocytosis (GO:0016079)","1/40",0.220431760179391,0.343985867795865,0,0,4.13529289139045,6.25325389907968,"PCLO"
"negative regulation of DNA-binding transcription factor activity (GO:0043433)","2/143",0.222328054297107,0.345843640017723,0,0,2.29450063946053,3.45001406588927,"ID2;ANXA4"
"monocarboxylic acid metabolic process (GO:0032787)","2/143",0.222328054297107,0.345843640017723,0,0,2.29450063946053,3.45001406588927,"LDHA;ME1"
"negative regulation of cell-cell adhesion (GO:0022408)","1/41",0.225274762299593,0.348216509548266,0,0,4.03170731707317,6.0089955019466,"MBP"
"regulation of protein dephosphorylation (GO:0035304)","1/41",0.225274762299593,0.348216509548266,0,0,4.03170731707317,6.0089955019466,"CALM2"
"regulation of viral transcription (GO:0046782)","1/41",0.225274762299593,0.348216509548266,0,0,4.03170731707317,6.0089955019466,"ZFP36"
"T cell differentiation (GO:0030217)","1/41",0.225274762299593,0.348216509548266,0,0,4.03170731707317,6.0089955019466,"ZFP36L1"
"ATP-dependent chromatin remodeling (GO:0043044)","1/42",0.230087918785423,0.352408826985329,0,0,3.93317469760063,5.77898914838086,"GATAD2B"
"regulation of chemokine production (GO:0032642)","1/42",0.230087918785423,0.352408826985329,0,0,3.93317469760063,5.77898914838086,"IL18"
"phosphatidylinositol phosphate biosynthetic process (GO:0046854)","1/42",0.230087918785423,0.352408826985329,0,0,3.93317469760063,5.77898914838086,"TTC7A"
"positive regulation of epithelial to mesenchymal transition (GO:0010718)","1/42",0.230087918785423,0.352408826985329,0,0,3.93317469760063,5.77898914838086,"SDCBP"
"skeletal system morphogenesis (GO:0048705)","1/42",0.230087918785423,0.352408826985329,0,0,3.93317469760063,5.77898914838086,"RFLNA"
"protein-containing complex assembly (GO:0065003)","3/267",0.230144540072052,0.352408826985329,0,0,1.84184823441022,2.70576297208528,"RAB1A;TUBGCP2;MDM2"
"positive regulation of intracellular protein transport (GO:0090316)","2/148",0.233744617009255,0.35630647647186,0,0,2.21536043117,3.22008429604099,"PLK3;PSEN1"
"cellular glucose homeostasis (GO:0001678)","1/43",0.234871412041655,0.35630647647186,0,0,3.83933410762679,5.56210896434449,"HK3"
"negative regulation of type I interferon production (GO:0032480)","1/43",0.234871412041655,0.35630647647186,0,0,3.83933410762679,5.56210896434449,"RELB"
"DNA-dependent DNA replication maintenance of fidelity (GO:0045005)","1/43",0.234871412041655,0.35630647647186,0,0,3.83933410762679,5.56210896434449,"FANCM"
"signal release from synapse (GO:0099643)","1/43",0.234871412041655,0.35630647647186,0,0,3.83933410762679,5.56210896434449,"PCLO"
"positive regulation of phospholipase C activity (GO:0010863)","1/43",0.234871412041655,0.35630647647186,0,0,3.83933410762679,5.56210896434449,"P2RY6"
"response to cytokine (GO:0034097)","2/150",0.238321840701481,0.360173182567609,0,0,2.18520159503766,3.13387025873572,"SLC11A1;RELB"
"neurotransmitter secretion (GO:0007269)","1/44",0.239625423504164,0.360173182567609,0,0,3.74985819625638,5.35734107152606,"PCLO"
"embryonic organ morphogenesis (GO:0048562)","1/44",0.239625423504164,0.360173182567609,0,0,3.74985819625638,5.35734107152606,"ID2"
"response to amyloid-beta (GO:1904645)","1/44",0.239625423504164,0.360173182567609,0,0,3.74985819625638,5.35734107152606,"PSEN1"
"positive regulation of receptor-mediated endocytosis (GO:0048260)","1/44",0.239625423504164,0.360173182567609,0,0,3.74985819625638,5.35734107152606,"ANXA2"
"metal ion homeostasis (GO:0055065)","1/44",0.239625423504164,0.360173182567609,0,0,3.74985819625638,5.35734107152606,"LETM1"
"inorganic cation transmembrane transport (GO:0098662)","3/274",0.241642987653186,0.362641242161719,0,0,1.79363239913391,2.54748515483162,"ATP6V0E1;SLC11A1;TRPC4AP"
"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","4/404",0.242007522830371,0.362641242161719,0,0,1.623,2.30269043631867,"SDCBP;ATP6V0E1;RBFOX2;PSEN1"
"protein deacetylation (GO:0006476)","1/45",0.244350133335263,0.365592565906195,0,0,3.66444937176645,5.16377022717026,"PRDM5"
"positive regulation of protein kinase activity (GO:0045860)","2/154",0.247489877782956,0.369235712982418,0,0,2.12726488352028,2.97048204149335,"SLC11A1;CALM2"
"regulation of B cell proliferation (GO:0030888)","1/46",0.249045720695284,0.369235712982418,0,0,3.58283649503162,4.98056830501875,"TFRC"
"erythrocyte differentiation (GO:0030218)","1/46",0.249045720695284,0.369235712982418,0,0,3.58283649503162,4.98056830501875,"ID2"
"regulation of telomerase activity (GO:0051972)","1/46",0.249045720695284,0.369235712982418,0,0,3.58283649503162,4.98056830501875,"PARP4"
"positive regulation of nucleocytoplasmic transport (GO:0046824)","1/46",0.249045720695284,0.369235712982418,0,0,3.58283649503162,4.98056830501875,"PSEN1"
"positive regulation of organelle assembly (GO:1902117)","1/46",0.249045720695284,0.369235712982418,0,0,3.58283649503162,4.98056830501875,"SDCBP"
"regulation of signal transduction by p53 class mediator (GO:1901796)","2/156",0.252079088697832,0.373168439462047,0,0,2.09942516499894,2.89303390325041,"PLK3;MDM2"
"regulation of protein localization to nucleus (GO:1900180)","1/47",0.253712363604481,0.373891904259236,0,0,3.50477200424178,4.80698434327994,"TFRC"
"histone deacetylation (GO:0016575)","1/47",0.253712363604481,0.373891904259236,0,0,3.50477200424178,4.80698434327994,"PRDM5"
"positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","1/47",0.253712363604481,0.373891904259236,0,0,3.50477200424178,4.80698434327994,"SDCBP"
"cellular response to growth factor stimulus (GO:0071363)","2/158",0.256670724237784,0.375086273038322,0,0,2.07229928541404,2.81824671456476,"ZFP36;ZFP36L1"
"T cell receptor signaling pathway (GO:0050852)","2/158",0.256670724237784,0.375086273038322,0,0,2.07229928541404,2.81824671456476,"HLA-DRB5;PRAM1"
"purine ribonucleotide biosynthetic process (GO:0009152)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"IMPDH2"
"negative regulation of mitotic cell cycle (GO:0045930)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"ZFP36L1"
"cellular response to ionizing radiation (GO:0071479)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"MDM2"
"regulation of interleukin-2 production (GO:0032663)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"ZFP36"
"phosphatidic acid biosynthetic process (GO:0006654)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"PLA2G12A"
"regulation of protein metabolic process (GO:0051246)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"MDM2"
"Golgi to plasma membrane transport (GO:0006893)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"GGA2"
"myelination (GO:0042552)","1/48",0.258350239082518,0.375086273038322,0,0,3.43002940667705,4.64233590912776,"MBP"
"response to lipopolysaccharide (GO:0032496)","2/159",0.258967214651087,0.375425843724949,0,0,2.05899551007622,2.78181372794858,"ZFP36;SLC11A1"
"receptor internalization (GO:0031623)","1/49",0.262959523051372,0.378815363455485,0,0,3.35840108401084,4.48600158872408,"TFRC"
"cellular defense response (GO:0006968)","1/49",0.262959523051372,0.378815363455485,0,0,3.35840108401084,4.48600158872408,"CLEC5A"
"regulation of interferon-beta production (GO:0032648)","1/49",0.262959523051372,0.378815363455485,0,0,3.35840108401084,4.48600158872408,"RELB"
"inner mitochondrial membrane organization (GO:0007007)","1/49",0.262959523051372,0.378815363455485,0,0,3.35840108401084,4.48600158872408,"LETM1"
"proteolysis (GO:0006508)","3/287",0.263238022972638,0.378815363455485,0,0,1.71039459899895,2.28285790004165,"MDM2;PSEN1;CTSB"
"peptide biosynthetic process (GO:0043043)","2/162",0.26585826810457,0.382025077335013,0,0,2.02008196721311,2.67618830603586,"AGO2;ABCF1"
"actin polymerization or depolymerization (GO:0008154)","1/50",0.267540390273413,0.382200557533448,0,0,3.28969636635142,4.33741443316037,"PSTPIP2"
"neuron migration (GO:0001764)","1/50",0.267540390273413,0.382200557533448,0,0,3.28969636635142,4.33741443316037,"TUBGCP2"
"organic hydroxy compound biosynthetic process (GO:1901617)","1/50",0.267540390273413,0.382200557533448,0,0,3.28969636635142,4.33741443316037,"DHCR7"
"phosphatidic acid metabolic process (GO:0046473)","1/50",0.267540390273413,0.382200557533448,0,0,3.28969636635142,4.33741443316037,"PLA2G12A"
"regulation of neuron projection development (GO:0010975)","2/165",0.272749807137142,0.389075416294613,0,0,1.98260082470079,2.57579570791185,"ZNF804A;PSEN1"
"endocytic recycling (GO:0032456)","1/52",0.276617568679293,0.392877126530011,0,0,3.16036983899251,4.06145241811671,"STX6"
"regulation of release of sequestered calcium ion into cytosol (GO:0051279)","1/52",0.276617568679293,0.392877126530011,0,0,3.16036983899251,4.06145241811671,"CALM2"
"response to peptide hormone (GO:0043434)","1/52",0.276617568679293,0.392877126530011,0,0,3.16036983899251,4.06145241811671,"ZFP36L1"
"regulation of cell cycle (GO:0051726)","3/296",0.27833227631956,0.394740420829477,0,0,1.65709530928271,2.11932487906344,"SDCBP;ID2;MDM2"
"positive regulation of B cell activation (GO:0050871)","1/53",0.281114224244553,0.397535266608458,0,0,3.09943714821764,3.93316776519073,"TFRC"
"positive regulation of phagocytosis (GO:0050766)","1/53",0.281114224244553,0.397535266608458,0,0,3.09943714821764,3.93316776519073,"SLC11A1"
"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)","1/54",0.285583151900966,0.400962018428291,0,0,3.04080380426446,3.81080235351043,"RBFOX2"
"negative regulation of viral genome replication (GO:0045071)","1/54",0.285583151900966,0.400962018428291,0,0,3.04080380426446,3.81080235351043,"SETDB1"
"regulation of megakaryocyte differentiation (GO:0045652)","1/54",0.285583151900966,0.400962018428291,0,0,3.04080380426446,3.81080235351043,"AGO4"
"inorganic anion transport (GO:0015698)","1/54",0.285583151900966,0.400962018428291,0,0,3.04080380426446,3.81080235351043,"SLC11A1"
"unsaturated fatty acid metabolic process (GO:0033559)","1/54",0.285583151900966,0.400962018428291,0,0,3.04080380426446,3.81080235351043,"FADS1"
"nuclear-transcribed mRNA catabolic process (GO:0000956)","2/171",0.286525011270864,0.401135015779209,0,0,1.91163061402658,2.38940339676121,"ZFP36;ZFP36L1"
"positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)","2/171",0.286525011270864,0.401135015779209,0,0,1.91163061402658,2.38940339676121,"TFRC;TRIM38"
"negative regulation of cytokine-mediated signaling pathway (GO:0001960)","1/55",0.290024521228865,0.403727316483363,0,0,2.98434206564288,3.69398817935109,"PADI2"
"regulation of gene silencing by RNA (GO:0060966)","1/55",0.290024521228865,0.403727316483363,0,0,2.98434206564288,3.69398817935109,"AGO2"
"regulation of posttranscriptional gene silencing (GO:0060147)","1/55",0.290024521228865,0.403727316483363,0,0,2.98434206564288,3.69398817935109,"AGO2"
"interstrand cross-link repair (GO:0036297)","1/55",0.290024521228865,0.403727316483363,0,0,2.98434206564288,3.69398817935109,"FANCM"
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)","1/56",0.294438500840975,0.409290398332136,0,0,2.92993348115299,3.58238607985458,"ZFP36"
"defense response to bacterium (GO:0042742)","2/176",0.297985808303966,0.413044785715367,0,0,1.85622762389297,2.24735226388204,"RAB1A;SLC11A1"
"dicarboxylic acid metabolic process (GO:0043648)","1/57",0.298825258236934,0.413044785715367,0,0,2.87746806039489,3.47568301501338,"ME1"
"positive regulation of gene expression, epigenetic (GO:0045815)","1/57",0.298825258236934,0.413044785715367,0,0,2.87746806039489,3.47568301501338,"PADI2"
"icosanoid metabolic process (GO:0006690)","1/57",0.298825258236934,0.413044785715367,0,0,2.87746806039489,3.47568301501338,"FADS1"
"regulation of mitotic cell cycle (GO:0007346)","2/178",0.302563043199819,0.416136219595699,0,0,1.8349478390462,2.19361704864679,"SDCBP;MDM2"
"receptor metabolic process (GO:0043112)","1/58",0.303184959991152,0.416136219595699,0,0,2.82684353159321,3.37358964486458,"TFRC"
"regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","1/58",0.303184959991152,0.416136219595699,0,0,2.82684353159321,3.37358964486458,"SDCBP"
"regulation of phagocytosis (GO:0050764)","1/58",0.303184959991152,0.416136219595699,0,0,2.82684353159321,3.37358964486458,"SLC11A1"
"positive regulation of protein binding (GO:0032092)","1/58",0.303184959991152,0.416136219595699,0,0,2.82684353159321,3.37358964486458,"PSEN1"
"protein polymerization (GO:0051258)","1/59",0.307517771581039,0.420317177335311,0,0,2.77796467619849,3.27583817159884,"PSTPIP2"
"response to reactive oxygen species (GO:0000302)","1/59",0.307517771581039,0.420317177335311,0,0,2.77796467619849,3.27583817159884,"PLK3"
"positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)","1/59",0.307517771581039,0.420317177335311,0,0,2.77796467619849,3.27583817159884,"IL18"
"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)","1/60",0.311823857550571,0.425017218914547,0,0,2.73074273115613,3.18218040766139,"CHRM2"
"Notch signaling pathway (GO:0007219)","1/60",0.311823857550571,0.425017218914547,0,0,2.73074273115613,3.18218040766139,"PSEN1"
"regulation of apoptotic process (GO:0042981)","6/742",0.312731368042121,0.425662139835109,0,0,1.32231024318349,1.53706758335016,"PLK3;TFRC;ANXA4;CLEC5A;PSEN1;CTSB"
"regulation of DNA-templated transcription, initiation (GO:2000142)","1/61",0.316103381421658,0.427874742808321,0,0,2.68509485094851,3.09238604782261,"AGO4"
"pattern recognition receptor signaling pathway (GO:0002221)","1/61",0.316103381421658,0.427874742808321,0,0,2.68509485094851,3.09238604782261,"CTSB"
"positive regulation of interleukin-8 production (GO:0032757)","1/61",0.316103381421658,0.427874742808321,0,0,2.68509485094851,3.09238604782261,"RAB1A"
"protein lipidation (GO:0006497)","1/61",0.316103381421658,0.427874742808321,0,0,2.68509485094851,3.09238604782261,"WDR45B"
"antigen receptor-mediated signaling pathway (GO:0050851)","2/185",0.318540736250025,0.430579202103482,0,0,1.7641315058676,2.01817510783438,"HLA-DRB5;PRAM1"
"double-strand break repair via nonhomologous end joining (GO:0006303)","1/62",0.320356505682205,0.431842332281377,0,0,2.64094362255098,3.00624111807292,"CYREN"
"I-kappaB kinase/NF-kappaB signaling (GO:0007249)","1/62",0.320356505682205,0.431842332281377,0,0,2.64094362255098,3.00624111807292,"RELB"
"cellular response to oxygen-containing compound (GO:1901701)","3/323",0.324013868354752,0.433367471454396,0,0,1.51518595041322,1.70756753556474,"ZFP36;P2RY6;ZFP36L1"
"actin cytoskeleton reorganization (GO:0031532)","1/63",0.324583391885231,0.433367471454396,0,0,2.59821662732756,2.92354658045281,"PHACTR1"
"cell cycle G1/S phase transition (GO:0044843)","1/63",0.324583391885231,0.433367471454396,0,0,2.59821662732756,2.92354658045281,"PLK3"
"COPII vesicle coating (GO:0048208)","1/63",0.324583391885231,0.433367471454396,0,0,2.59821662732756,2.92354658045281,"RAB1A"
"organonitrogen compound catabolic process (GO:1901565)","1/63",0.324583391885231,0.433367471454396,0,0,2.59821662732756,2.92354658045281,"NPL"
"vesicle coating (GO:0006901)","1/63",0.324583391885231,0.433367471454396,0,0,2.59821662732756,2.92354658045281,"RAB1A"
"vesicle targeting, rough ER to cis-Golgi (GO:0048207)","1/63",0.324583391885231,0.433367471454396,0,0,2.59821662732756,2.92354658045281,"RAB1A"
"regulation of mitotic cell cycle phase transition (GO:1901990)","2/188",0.325363866201989,0.433818488269319,0,0,1.73541336153711,1.94854144548515,"ID2;ZFP36L1"
"regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)","1/64",0.328784200589326,0.437783310567309,0,0,2.55684604465092,2.84411707804363,"AGO4"
"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)","1/65",0.332959091370805,0.441542502765073,0,0,2.51676829268293,2.76777980238532,"CHRM2"
"steroid biosynthetic process (GO:0006694)","1/65",0.332959091370805,0.441542502765073,0,0,2.51676829268293,2.76777980238532,"DHCR7"
"protein autoubiquitination (GO:0051865)","1/65",0.332959091370805,0.441542502765073,0,0,2.51676829268293,2.76777980238532,"MDM2"
"positive regulation of cell cycle (GO:0045787)","1/66",0.337108222849991,0.446440619449988,0,0,2.47792370231395,2.69437347012761,"MDM2"
"positive regulation of cell population proliferation (GO:0008284)","4/474",0.338821739417821,0.447678682226787,0,0,1.37631205673759,1.48955659873247,"SDCBP;ID2;MDM2;IL18"
"cellular response to tumor necrosis factor (GO:0071356)","2/194",0.338956716543139,0.447678682226787,0,0,1.6806693989071,1.8182874152767,"ZFP36;ZFP36L1"
